cliente_id,nombre,correo,fecha_registro,estado
421,Cliente 421,cliente421@poc.local,2025-02-24,ACTIVO
422,Cliente 422,cliente422@poc.local,2025-02-25,ACTIVO
423,Cliente 423,cliente423@poc.local,2025-02-26,ACTIVO
424,Cliente 424,cliente424@poc.local,2025-02-27,ACTIVO
425,Cliente 425,cliente425@poc.local,2025-02-28,ACTIVO
426,Cliente 426,cliente426@poc.local,2025-03-01,ACTIVO
427,Cliente 427,cliente427@poc.local,2025-03-02,ACTIVO
428,Cliente 428,cliente428@poc.local,2025-03-03,ACTIVO
429,Cliente 429,cliente429@poc.local,2025-03-04,ACTIVO
430,Cliente 430,cliente430@poc.local,2025-03-05,INACTIVO
431,Cliente 431,cliente431@poc.local,2025-03-06,ACTIVO
432,Cliente 432,cliente432@poc.local,2025-03-07,ACTIVO
433,Cliente 433,cliente433@poc.local,2025-03-08,ACTIVO
434,Cliente 434,cliente434@poc.local,2025-03-09,ACTIVO
435,Cliente 435,cliente435@poc.local,2025-03-10,ACTIVO
436,Cliente 436,cliente436@poc.local,2025-03-11,ACTIVO
437,Cliente 437,cliente437@poc.local,2025-03-12,ACTIVO
438,Cliente 438,cliente438@poc.local,2025-03-13,ACTIVO
439,Cliente 439,cliente439@poc.local,2025-03-14,ACTIVO
440,Cliente 440,cliente440@poc.local,2025-03-15,SUSPENDIDO
441,Cliente 441,cliente441@poc.local,2025-03-16,ACTIVO
442,Cliente 442,cliente442@poc.local,2025-03-17,ACTIVO
443,Cliente 443,cliente443@poc.local,2025-03-18,ACTIVO
444,Cliente 444,cliente444@poc.local,2025-03-19,ACTIVO
445,Cliente 445,cliente445@poc.local,2025-03-20,ACTIVO
446,Cliente 446,cliente446@poc.local,2025-03-21,ACTIVO
447,Cliente 447,cliente447@poc.local,2025-03-22,ACTIVO
448,Cliente 448,cliente448@poc.local,2025-03-23,ACTIVO
449,Cliente 449,cliente449@poc.local,2025-03-24,ACTIVO
450,Cliente 450,cliente450@poc.local,2025-03-25,INACTIVO
451,Cliente 451,cliente451@poc.local,2025-03-26,ACTIVO
452,Cliente 452,cliente452@poc.local,2025-03-27,ACTIVO
453,Cliente 453,cliente453@poc.local,2025-03-28,ACTIVO
454,Cliente 454,cliente454@poc.local,2025-03-29,ACTIVO
455,Cliente 455,cliente455@poc.local,2025-03-30,ACTIVO
456,Cliente 456,cliente456@poc.local,2025-03-31,ACTIVO
457,Cliente 457,cliente457@poc.local,2025-04-01,ACTIVO
458,Cliente 458,cliente458@poc.local,2025-04-02,ACTIVO
459,Cliente 459,cliente459@poc.local,2025-04-03,ACTIVO
460,Cliente 460,cliente460@poc.local,2025-04-04,SUSPENDIDO
461,Cliente 461,cliente461@poc.local,2025-04-05,ACTIVO
462,Cliente 462,cliente462@poc.local,2025-04-06,ACTIVO
463,Cliente 463,cliente463@poc.local,2025-04-07,ACTIVO
464,Cliente 464,cliente464@poc.local,2025-04-08,ACTIVO
465,Cliente 465,cliente465@poc.local,2025-04-09,ACTIVO
466,Cliente 466,cliente466@poc.local,2025-04-10,ACTIVO
467,Cliente 467,cliente467@poc.local,2025-04-11,ACTIVO
468,Cliente 468,cliente468@poc.local,2025-04-12,ACTIVO
469,Cliente 469,cliente469@poc.local,2025-04-13,ACTIVO
470,Cliente 470,cliente470@poc.local,2025-04-14,INACTIVO
471,Cliente 471,cliente471@poc.local,2025-04-15,ACTIVO
472,Cliente 472,cliente472@poc.local,2025-04-16,ACTIVO
473,Cliente 473,cliente473@poc.local,2025-04-17,ACTIVO
474,Cliente 474,cliente474@poc.local,2025-04-18,ACTIVO
475,Cliente 475,cliente475@poc.local,2025-04-19,ACTIVO
476,Cliente 476,cliente476@poc.local,2025-04-20,ACTIVO
477,Cliente 477,cliente477@poc.local,2025-04-21,ACTIVO
478,Cliente 478,cliente478@poc.local,2025-04-22,ACTIVO
479,Cliente 479,cliente479@poc.local,2025-04-23,ACTIVO
480,Cliente 480,cliente480@poc.local,2025-04-24,SUSPENDIDO
481,Cliente 481,cliente481@poc.local,2025-04-25,ACTIVO
482,Cliente 482,cliente482@poc.local,2025-04-26,ACTIVO
483,Cliente 483,cliente483@poc.local,2025-04-27,ACTIVO
484,Cliente 484,cliente484@poc.local,2025-04-28,ACTIVO
485,Cliente 485,cliente485@poc.local,2025-04-29,ACTIVO
486,Cliente 486,cliente486@poc.local,2025-04-30,ACTIVO
487,Cliente 487,cliente487@poc.local,2025-05-01,ACTIVO
488,Cliente 488,cliente488@poc.local,2025-05-02,ACTIVO
489,Cliente 489,cliente489@poc.local,2025-05-03,ACTIVO
490,Cliente 490,cliente490@poc.local,2025-05-04,INACTIVO
491,Cliente 491,cliente491@poc.local,2025-05-05,ACTIVO
492,Cliente 492,cliente492@poc.local,2025-05-06,ACTIVO
493,Cliente 493,cliente493@poc.local,2025-05-07,ACTIVO
494,Cliente 494,cliente494@poc.local,2025-05-08,ACTIVO
495,Cliente 495,cliente495@poc.local,2025-05-09,ACTIVO
496,Cliente 496,cliente496@poc.local,2025-05-10,ACTIVO
497,Cliente 497,cliente497@poc.local,2025-05-11,ACTIVO
498,Cliente 498,cliente498@poc.local,2025-05-12,ACTIVO
499,Cliente 499,cliente499@poc.local,2025-05-13,ACTIVO
500,Cliente 500,cliente500@poc.local,2025-05-14,SUSPENDIDO
